id_trial,idphrase
NCT02384343,Intravenous Dexmedetomidine for Treatment of Shivering During Cesarean Section Under Neuraxial Anesthesia: A Randomized Controlled Trial
NCT01287897,"A Double-blind, Randomized, Placebo-controlled, Dose-ranging Study To Evaluate The Efficacy And Safety Of Pf-04236921 In Subjects With Crohn's Disease Who Are Anti-tnf Inadequate Responders (Andante)"
NCT02478918,Automated Telephone Reminder Prior to Outpatient Colonoscopy and the Effect on Bowel Preparation Quality
NCT03323905,MRI-guided High Intensity Focused Ultrasound Ablation of Leiomyomas.
NCT05111249,"A Randomized, Double-Blind, Placebo-Controlled Dose Range Finding Study With Open-Label Extension to Evaluate the Safety, Pharmacokinetics and Pharmacodynamics of LMI070/Branaplam Administered as Weekly Oral Doses in Participants With Early Manifest Huntington's Disease"
NCT03861507,Needle Localization During Prostate Brachytherapy Using Power Doppler Ultrasound
NCT03981562,Vitamin D Supplementation and Reduction of Severity and Frequency of Epistaxis in Hereditary Haemorrhagic Telangiectasia
NCT05348356,A Phase 2 Trial of Nirogacestat in Patients With Recurrent Ovarian Granulosa Cell Tumors
NCT03882749,A Multicenter Observational Study on the Use of Delivra-Celecoxib 8% Cream on Pain Experienced by Patients With Osteoarthritis of the Knees
NCT06472986,Feasibility and Efficacy of Activity-Based Therapy and Transcutaneous Spinal Cord Stimulation for Neurorestoration of Upper Limbs After Cervical Spinal Cord Injury
NCT01585285,Composite Arterial and Venous Grafting Strategy Versus Conventional Coronary Artery Bypass Grafting for the Anterolateral Territory: a Prospective Randomized Clinical Trial
NCT00357370,A Pilot Study of the Efficacy and Safety of BMS-512148 on Glycemic Control in Subjects With Type 2 Diabetes Treated Aggressively But Not Controlled on Combination Antihyperglycemic Therapy With Metformin and/or Thiazolidinedione (TZD) and Insulin.
NCT00715377,Anticholinergic Burden in Schizophrenia
NCT05592119,"Effect of Stimulant Medication on Loss of Control Eating in Youth With Attention Deficit/Hyperactivity Disorder: a Prospective, Observational Case Series"
NCT02126293,Correction of Zinc Deficiency in Children With Chronic Kidney Disease and Kidney Transplant
NCT02584959,"A Phase 3, Randomized, Double-blind, Placebo-controlled, Two-period, Three-sequence, Partial Crossover Study to Evaluate the Efficacy and Safety of Subcutaneous Administration of 2000 IU of C1 Esterase Inhibitor [Human] Liquid for Injection for the Prevention of Angioedema Attacks in Adolescents and Adults With Hereditary Angioedema"
NCT03863119,"An Open-Label, Expanded Access Protocol for Boys With Duchenne Muscular Dystrophy Who Have Completed the Long-Term Extension (VBP15-LTE) or VBP15-004 or VBP15-006 Studies"
NCT01246284,Efficacy and Safety of Different Concentrations of Intralesional Triamcinolone Acetonide in Alopecia Areata:
NCT05995964,"A PHASE 2, RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED STUDY TO INVESTIGATE THE EFFICACY AND SAFETY OF PF-07275315 AND PF-07264660 IN ADULT PARTICIPANTS WITH MODERATE-SEVERE ATOPIC DERMATITIS"
NCT01781793,Mechanisms of Exertional Dyspnea in Fibrotic Interstitial Lung Disease
NCT06168474,Evaluating the Impact of a SIMPlified LaYered Consent Process on Recruitment of Potential Participants to the Staphylococcus Aureus Network Adaptive Platform Trial: a Pragmatic Nested Randomized Clinical Trial
NCT02155777,Mechanisms of Prevention of Ovarian Cancer by Oral Contraceptives
NCT01629043,Parkinson's Foundation Quality Improvement Initiative
NCT01490125,"A Multicenter, Randomized, Blinded, Double-dummy, Placebo-controlled, 3-period Cross-over Study to Evaluate the Effect of QVA149 on Patient Reported Dyspnea in Moderate to Severe Chronic Obstructive Pulmonary Disease (COPD), Using Tiotropium as an Active Control"
NCT02069223,Physiological Impact of Each Component of the Biliopancreatic Diversion With Duodenal Switch and Sleeve Gastrectomy
NCT02385812,Screening of Alberta Asbestos Exposed Workers for Lung Cancer and Mesothelioma
NCT03815175,XIENCE 28 USA Study
NCT02974803,A Phase II Study of Concurrent Dabrafenib and Trametinib With Stereotactic Radiation in the Management of Patients With BRAF Mutation-Positive Malignant Melanoma and Brain Metastases
NCT03053050,"A Phase 3, Randomized, Double-Blind, Placebo-Controlled Study Evaluating the Safety and Efficacy of Selonsertib in Subjects With Nonalcoholic Steatohepatitis (NASH) and Bridging (F3) Fibrosis"
NCT03861273,"Phase 3, Open-label, Single-arm Study to Evaluate Efficacy and Safety of FIX Gene Transfer With PF-06838435 (rAAV-Spark100-hFIX-R338L) in Adult Male Participants With Moderately Severe to Severe Hemophilia B (FIX:C =2%) (BeneGene-2)"
NCT04228575,Optimizing Duration of Therapist-guided Internet-delivered Cognitive Behaviour Therapy for Anxiety and Depression
NCT00333840,A Phase III Study of STI571 Versus Interferon-α (IFN-α) Combined With Cytarabine (Ara-C) in Patients With Newly Diagnosed Previously Untreated Philadelphia Chromosome Positive (Ph+) Chronic Myelogenous Leukemia in Chronic Phase (CML-CP)
NCT02426736,Effect of Dexamethasone Dose and Route on Duration of Interscalene Brachial Plexus Block for Outpatient Arthroscopic Shoulder Surgery - A Randomized Controlled Trial
NCT01199302,A Long-term Assessment of Safety and Efficacy of AMG 827 Treatment in Subjects With Crohn's Disease
NCT02770170,"A Double-blind, Randomised, Placebo-controlled Trial Evaluating the Effect of BI 655064 Administered as Sub-cutaneous Injections, on Renal Response After One Year of Treatment, in Patients With Active Lupus Nephritis"
NCT00377052,A Phase II Study of Bortezomib and Gemcitabine in Patients With Relapsed Mantle Cell Lymphoma
NCT01633112,"A 12-month, Randomized, Rater- and Dose-blinded Study to Compare the Efficacy and Safety of Fingolimod 0.25 mg and 0.5 mg Administered Orally Once Daily With Glatiramer Acetate 20 mg Administered Subcutaneously Once Daily in Patients With Relapsing-remitting Multiple Sclerosis"
NCT03672799,Efficacy of the Rehabilitation Planning Consult for Survivors of Head and Neck Cancer: A Phase II Randomized Controlled Trial
NCT02975310,Endoscopic Polypectomy Performed In Clinic for Chronic Rhinosinusitis With Polyps: The EPIC Randomised Controlled Trial
NCT03035149,Exercise Capacity and Dyspnea in Obese Patients With Metabolic Syndrome: Effects of Weight Loss
NCT06051955,"Evaluation of an Oral Sodium Sulfate Solution for Patients With Prior Difficult or Incomplete Cleansing, a Progressive Case Series."
NCT03849950,"A Multi-Centre, Randomized Controlled Trial of Self-Management and Activation to Reduce Treatment-Related Toxicities in Patients Receiving Adjuvant or First-Line Metastatic Oral or Systematic Therapy for Colorectal, Lymphoma or Lung Cancer (SMARTCare)"
NCT01796457,HBRN: Immune Regulation and Costimulation in Natural History and Therapeutic Outcome of Chronic Hepatitis B
NCT01581476,"Randomised, Double Blind, Placebo Controlled Trial of Angiotensin Converting Enzyme Inhibitors and Statins in the Prevention of Long Term Complications in Young People With Type 1 Diabetes"
NCT03624387,Geriatric Inclusive Art: Effects of Painting Sessions on Older In-patients With Cognitive Decline
NCT05429879,"The Impact of Music on Pain and Anxiety During Flexible Cystoscopies: A Comparison Between the Patient's Preferred Music, Classical Music, and the Absence of Music"
NCT01875341,Resistant Hypertension in Patient With Diabetic Nephropathy: Role of Sleep Apnea and Associated Sympathetic Hyperactivity.
NCT06336772,A Comparative Trial Evaluating Restylane Shaype Versus Juvederm Volux for Chin Augmentation
NCT00474344,Genetic Linkage Study of Idiopathic Talipes Equinovarus (ITEV) (Clubfoot)
NCT01141569,"A Phase 2 Study of RO4929097 (IND 109291) in Patients With Advanced Renal Cell Carcinoma (RCC, NOS 10038415) That Has Progressed After VEGF/VEGFR Directed Therapy"
NCT01480401,The Long Term Effects of Dietary Sodium Restriction on Clinical Outcomes in Patients With Heart Failure
NCT04009967,Phase II Clinical and Translational Study of Neoadjuvant Pembrolizumab Before Radical Prostatectomy in Non-metastatic Gleason ≥8 Prostate Cancer Patients Positive by 18FDG-PET Scanning ( PICT-01)
NCT03201640,Virtual Reality for Educating and Reducing Preoperative Anxiety in Children - A Randomised Control Trial
NCT03584165,A Long-term Follow-up Study to Evaluate the Safety and Efficacy of Retinal Gene Therapy in Subjects With Choroideremia Previously Treated With Adeno-Associated Viral Vector Encoding Rab Escort Protein-1 (AAV2-REP1) and in Subjects With X-Linked Retinitis Pigmentosa Previously Treated With Adeno-Associated Viral Vector Encoding RPGR (AAV8-RPGR) in an Antecedent Study
NCT01871597,Ex-Vivo Evaluation of the Effectiveness of Pulmonary Artery Sealing for VATS Procedure
NCT00574808,Improved Delivery of Cardiovascular Preventive Care (IDOCC) Through Outreach Facilitation
NCT03564314,Strategy for Uptake of Processes for Recognizing and Responding to Acute Kidney Injury
NCT02429167,"Double Blind, Randomized, Sham Controlled Study of Safety and Effectiveness of the Portable Neuromodulation Stimulator (PoNS) Device for Cranial Nerve Noninvasive Neuromodulation Training for Chronic Balance Deficit Due to Mild/Moderate TBI"
NCT03706040,"A Phase 2, Multicenter, Randomized, Placebo-Controlled, Double-Blind Study to Evaluate Risankizumab in Adult and Adolescent Subjects With Moderate to Severe Atopic Dermatitis"
NCT02719184,"Observational Study in Healthy Subjects and Patients With COPD to Assess the Relationship Between Clinical, Imaging and Biomarker Measurements, and Progression of Emphysema Over Three Years [FOOTPRINTS®]."
NCT02307825,"Azithromycin as add-on Therapy in Patients Failing Medical and Surgical Treatment for Chronic Rhinosinusitis: a Double-blind, Randomized, Placebo-controlled Trial"
NCT02447718,Vaccinating Children After Chemotherapy for Acute Lymphoblastic Leukemia: A Canadian Immunization Research Network Study
NCT05325866,"A Phase 1b/2, Multicenter, Open-label Basket Study Evaluating the Safety and Efficacy of Bemarituzumab Monotherapy in Solid Tumors With FGFR2b Overexpression (FORTITUDE-301)"
NCT00438074,A Pilot Study To Evaluate the Effectiveness of Pulsed Time-Domain Optical Spectroscopy for Monitoring the Responses in Neoadjuvant Treatments of Locally-Advanced Breast Cancer
NCT01225380,"A Phase 2b, Randomized, Double-Blind, Placebo-Controlled Trial Evaluating 16 and 24 Weeks of Response Guided Therapy With GS-9190, GS-9256, Ribavirin (Copegus®) and Peginterferon Alfa 2a (Pegasys®) in Treatment Naïve Subjects With Chronic Genotype 1 Hepatitis C Virus Infection (Protocol No. GS-US-196-0123)"
NCT00132990,A Multicenter Pilot Study of Pallidal Deep Brain Stimulation of Cervical Dystonia
NCT01593917,Long Term Follow Up Study of the St. Jude Medical Trifecta™ Valve
NCT04624906,"A Multi-Center, Open-Label, Single-Arm Phase II Trial of Bendamustine, Rituximab and the Second Generation BTK Inhibitor Acalabrutinib in Previously Untreated Waldenstrom's Macroglobulinemia"
NCT02083913,Feasibility and Impacts of a Prebariatric Surgery Exercise Training in Telehealth: a Pilot Study
NCT05052229,Implications for Dyspnea and Exercise Intolerance
NCT04804670,"To Determine the Effectiveness of a Sonic Toothbrush and Interdental Device With Different Toothbrush Designs to Brushing and Flossing on Plaque, Gingival Bleeding and Inflammation: a 4-week Randomized Controlled Trial"
NCT02853604,Phase 3 Study of ADXS11-001 Administered Following Chemoradiation as Adjuvant Treatment for High Risk Locally Advanced Cervical Cancer: AIM2CERV
NCT02764411,"Onreltea (Brimonidine) Gel In Pediatric Patients With Capillary Malformations: A Prospective, Open-label, Cohort Study"
NCT05876117,Clonidine and Lorazepam Premedication for Claustrophobic Patients During MRI Scan
NCT04151095,Examining The Effect of Blood Flow Restricted Aerobic Training on Citrate Synthase Activity in Young Healthy Adults
NCT05360446,"A Multi-center, Randomized, Double-blind, Placebo-controlled, Parallel-group Phase IIIb Study Evaluating the Effect of Inclisiran on Atherosclerotic Plaque Progression Assessed by Coronary Computed Tomography Angiography (CCTA) in Participants With a Diagnosis of Non-obstructive Coronary Artery Disease Without Previous Cardiovascular Events (VICTORION-PLAQUE)"
NCT02650713,"An Open-Label, Multicenter, Dose Escalation and Expansion Phase Ib Study to Evaluate the Safety, Pharmacokinetics, and Therapeutic Activity of RO6958688 in Combination With Atezolizumab in Patients With Locally Advanced and/or Metastatic CEA-Positive Solid Tumors"
NCT00718510,"A Randomised, Double-blind, Cross-over, Placebo Controlled, Adjunctive-treatment of L-arginine Added to Treatment-as-usual (TAU) in Schizophrenia"
NCT04201522,The Effect of Respiratory Training With Normocapnic Hyperpnea on Exercise Tolerance in COPD
NCT04044859,A Phase 1 Dose Escalation Study To Assess Safety And Efficacy Of ADP-A2M4CD8 As Monotherapy Or In Combination With Either Nivolumab Or Pembrolizumab In HLA-A2+ Subjects With MAGE-A4 Positive Tumors (SURPASS)
NCT03352141,Non-Invasive Fat Reduction With Cryolipolysis for Jawline Contouring
NCT01880242,Safety and Performance Registry for an All-comers Patient Population With the Limus Eluting Orsiro Stent System Within Daily Clinical Practice - III Canada
NCT03976245,Advanced Therapeutics in Rheumatoid Arthritis (RA)
NCT04026945,A Dose-Escalating Phase I Study of a Single Injection of Lidocaine Paste (ST-CP) for Spermatic Cord Block in Men With Chronic Scrotal Content Pain
NCT00239538,"Prospective, Randomized, Open-label, Blinded Endpoint, Forced Titration Study to Compare Telmisartan Combined With HCTZ (80mg/12.5mg), to Valsartan Combined With HCTZ (160mg/12.5mg), for the Control of Mild-to-moderate Hypertension in Obese Patients With Type 2 Diabetes Mellitus Using ABPM."
NCT05800015,"A Randomized, Double-Blind Phase 2/3 Study of Fianlimab (Anti-LAG-3 Antibody), Cemiplimab (Anti-PD-1 Antibody), and Chemotherapy Versus Cemiplimab and Chemotherapy in First-Line Treatment of Patients With Advanced Non-Small Cell Lung Cancer (NSCLC) Irrespective of PD-L1 Expression Levels"
NCT00631475,Open-Label Extension Study in Patients With Idiopathic Pulmonary Fibrosis Who Completed Protocol AC-052-321 (NCT00391443)
NCT04417023,B3 for NMD: Bench to Bedside and Back - Transformative Discoveries Leading to Improved Care in Neuromuscular Disease
NCT00763867,Phosphodiesterase-5 Inhibition to Improve Clinical Status and Exercise Capacity in Diastolic Heart Failure (RELAX)
NCT04246047,"DREAMM 7: A Multicenter, Open-Label, Randomized Phase III Study to Evaluate the Efficacy and Safety of the Combination of Belantamab Mafodotin, Bortezomib, and Dexamethasone (B-Vd) Compared With the Combination of Daratumumab, Bortezomib and Dexamethasone (D-Vd) in Participants With Relapsed/Refractory Multiple Myeloma"
NCT02117765,Phase I/II Study of Ustekinumab in Patients With New-onset Type 1 Diabetes
NCT02204345,"Open Label Phase Ib/II, Multicenter Study of the Combination of RO5479599 With Carboplatin and Paclitaxel in Patients With Advanced or Metastatic Non-Small Cell Lung Cancer (NSCLC) of Squamous Histology Who Have Not Received Prior Chemotherapy or Targeted Therapy for NSCLC"
NCT05083169,"A Phase 3 Randomized Study Comparing Teclistamab in Combination With Daratumumab SC (Tec-Dara) Versus Daratumumab SC, Pomalidomide, and Dexamethasone (DPd) or Daratumumab SC, Bortezomib, and Dexamethasone (DVd) in Participants With Relapsed or Refractory Multiple Myeloma"
NCT03074019,"A Randomized, Double-blind, Placebo-controlled, Parallel Group, Pilot Study on the Effect of a Novel Prebiotic, XOS95, on the Human Gut Microbiome"
NCT01424930,An Open-Label Study to Determine the Short-Term Safety of Continuous Dosing of Abiraterone Acetate and Prednisone in Modified Fasting and Fed States to Subjects With Metastatic Castration-Resistant Prostate Cancer
NCT02298660,Effect of Botox Treatment for Neurogenic Detrusor Overactivity on the Prevention of Autonomic Dysreflexia Following Spinal Cord Injury
NCT00663936,"A Phase 2a Multi-center, Randomized, Double Blind, Placebo-controlled Study to Investigate the Efficacy and Safety of T-817MAa in Patients With Mild to Moderate Alzheimer's Disease"
NCT04907253,Étude randomisée contrôlée Par Placebo de Phase II Visant à Mesurer l'Effet Anti-inflammatoire et Anti-sénescence de la quercétine Lors d'Une Chirurgie Cardiaque
NCT01472081,"A Phase 1 Study of Nivolumab (BMS-936558) Plus Sunitinib, Pazopanib or Ipilimumab in Subjects With Metastatic Renal Cell Carcinoma"
NCT05271409,"A Phase III, Randomized, Double-Blind, Placebo-Controlled, Multicenter Study To Evaluate The Efficacy, Safety, Pharmacokinetics, And Pharmacodynamics Of Satralizumab As Monotherapy Or In Addition To Baseline Therapy In Patients With Myelin Oligodendrocyte Glycoprotein Antibody-Associated Disease (MOGAD)"
NCT06107699,The CHARM Study-Coordinating Transitions From Hospital for Older Adults With Fractures: An Interventional Mixed Methods Study
NCT01595399,Atropine Versus no Atropine for Neonatal Rapid Sequence Intubation
NCT00028990,A Randomized Phase III Tial Of Paclitaxel Versus Paclitaxel Plus Bevacizumab (rhuMAb VEGF) As First-Line Therapy For Locally Recurrent or Metastatic Breast Cancer
NCT05347667,"Influence of Menstrual Cycle Phase on the Muscle Protein Synthetic Response to Exercise in Young, Healthy, Naturally Cycling Women"
NCT04710576,"AGAVE-201, A Phase 2, Open-label, Randomized, Multicenter Study to Evaluate the Efficacy, Safety and Tolerability of Axatilimab at 3 Different Doses in Patients With Recurrent or Refractory Active Chronic Graft Versus Host Disease Who Have Received at Least 2 Lines of Systemic Therapy"
NCT01622569,"A 16-Week Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Multicenter Study Evaluating the Efficacy and Safety of Intranasal Administration of 100, 200, and 400 μg of Fluticasone Propionate Twice a Day (BID) Using a Novel Bi Directional Device in Subjects With Bilateral Nasal Polyposis Followed by an 8-Week Open-Label Extension Phase to Assess Safety"
NCT04842227,Regional Anesthesia for Cardiac Implantable Electronic Device Implantation
NCT01575834,"A Multicenter, International, Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Assess the Efficacy and Safety of Romosozumab Treatment in Postmenopausal Women With Osteoporosis"
NCT01433016,Evaluation of the Capability of the ¹³C-Octanoate Breath Test (OBT) Measurement in Patients With Chronic Liver Disease to Differentiate Between Presence and Absence of HCC Determined by MRI
NCT03227094,Simplification of CF-related Diabetes Screening by the Use of a Home-based Oral Glucose Tolerance Test (OGTT): A Pilot Study to Evaluate the Validity and Patients' Perceptions
NCT06229366,"[Ac-225]-PSMA-62 Phase I/II Clinical Trial to Characterize Efficacy, Safety, Tolerability, and Dosimetry in Biochemically Recurrent and Metastatic Castration Resistant Prostate Cancer (ACCEL)"
NCT00619476,Study PXN110748: An Efficacy and Safety Study of XP13512 Compared With a Concurrent Placebo Control in Subjects With Neuropathic Pain Associated With Post-herpetic Neuralgia (PHN)
NCT04325334,Linking Biomechanical and Imaging Outcomes to Better Understand the Effects of Running on Knee Joint Health
NCT05396677,Behavioral Consequences of Blunting Fear With Acetaminophen
NCT03421574,Phase I Trial of MR-guided Focused Ultrasound (MRgFUS) Bilateral Capsulotomy for the Treatment of Refractory Major Depression
NCT00289198,"A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Multicenter Study to Evaluate the Efficacy and Safety of Once-Daily Intranasal Administration of GW685698X Aqueous Nasal Spray 100mcg for 6 Weeks in Adult and Adolescent Subjects 12 Years of Age and Older With Perennial Allergic Rhinitis (PAR)"
NCT04513912,"Double-Blind, Randomized, Parallel-Group Study With Quetiapine Extended Release as Comparator to Evaluate the Efficacy and Safety of Seltorexant 20 mg as Adjunctive Therapy to Antidepressants in Adult and Elderly Patients With Major Depressive Disorder With Insomnia Symptoms Who Have Responded Inadequately to Antidepressant Therapy"
NCT00031707,"Phase III Double-Blind, Placebo-Controlled Randomized Comparison of Megestrol Acetate (Megace) Versus an N-3 Fatty Acid (EPA) Enriched Nutritional Supplement Versus Both for the Treatment of Cancer Cachexia and Anorexia"
NCT05402475,Online Cognitive Behavioural Therapy (CBT) Intervention for Body Dysmorphic Disorder: Comparison of CBT - Mindfulness to CBT Alone
NCT04009928,Deep Brain Stimulation of the Medial Forebrain Bundle and Subcallosal Cingulate for the Treatment of Treatment Resistant Depression
NCT01171625,"Carpentier-Edwards PERIMOUNT Magna Ease Pericardial Bioprosthesis in the Aortic Position, Model 3300TFX"
NCT00384475,"A Randomized, Double-blind, Placebo-controlled, Parallel-group Study Using the Environmental Exposure Chamber (EEC) to Assess the Onset of Action of Ciclesonide, Applied as a Nasal Spray (200 mcg, Once Daily), in the Treatment of Seasonal Allergic Rhinitis (SAR) in Patients 18 Years and Older"
NCT00616681,"A Single Dose, Two-Treatment, Two-Period, Two-Sequence Crossover Bioequivalency Study of Oxcarbazepine 600 mg Tablets Under Fasting Conditions"
NCT00312286,"A Randomized, Placebo-Controlled Phase II Study of Multiple Dosing Regimens of Intravaginally Administered 851B Gel for the Treatment of Cervical High Risk HPV Infection"
NCT02033408,Manipulating the Microbiome in IBD by Antibiotics and Fecal Microbiota Transplantation (FMT): a Randomized Controlled Trial
NCT00297232,"An Open-Label, Multicenter, Extension Study to Evaluate the Safety and Tolerability of Natalizumab Following Re-Initiation of Dosing in Multiple Sclerosis Subjects Who Have Completed Study C-1801, C-1802, C-1803, or C-1808 and a Dosing Suspension Safety Evaluation"
NCT02621294,Measuring Protein Requirement Using the Indicator Amino Acid Oxidation Method in Healthy Young Strength and Endurance Exercise Trained Individuals
NCT01722500,"International Study of Childhood Obesity, Lifestyle and the Environment (ISCOLE)"
NCT00677677,Safety and Immunogenicity of Human Papillomavirus (HPV) Vaccine in Solid Organ Transplant Recipients.
NCT00686920,"A Multi-Center, Open-Label Trial to Evaluate the Long-Term Safety and Tolerability of Rifaximin 550 mg BID in Subjects With a History of Hepatic Encephalopathy"
NCT00475670,An Open-label Study of the Effect of First-line Herceptin Alone or in Combination With a Taxane on Tumor Response and Disease Progression in Patients With Metastatic Breast Cancer Who Relapsed After Receiving Adjuvant Herceptin for HER2-positive Early Breast Cancer
NCT02537418,A Phase IB Study of Durvalumab (MEDI4736) With or Without Tremelimumab in Patients With Advanced Incurable Solid Malignancies Given With or Without Standard Chemotherapy Regimens
NCT03194867,"A Phase 1/2 Study to Evaluate Safety, Pharmacokinetics and Efficacy of Isatuximab in Combination With Cemiplimab in Patients With Relapsed/Refractory Multiple Myeloma"
NCT02993406,"A Randomized, Double-blind, Placebo-controlled Study to Assess the Effects of Bempedoic Acid (ETC-1002) on the Occurrence of Major Cardiovascular Events in Patients With, or at High Risk for, Cardiovascular Disease Who Are Statin Intolerant"
NCT02339766,Comparison of Intrathecal Morphine With Quadratus Lumborum Block for Post-Cesarean Delivery Analgesia:
NCT05105776,Multimodal Neuromodulation in Individuals With Parkinson's Disease
NCT03935750,Anterior Cruciate Ligament Reconstruction Using Bone Patellar Bone or Quad Tendon Autograft With or Without Lateral Extra-Articular Tenodesis in Individuals Who Are at High Risk of Graft Failure (STABILITY 2)
NCT01557361,STandard Versus Accelerated Initiation of Renal Replacement Therapy in Acute Kidney Injury (STARRT-AKI)
NCT01420393,A Randomized Ablation-based Atrial Fibrillation Rhythm Control Versus Rate Control Trial in Patients With Heart Failure and High Burden Atrial Fibrillation
NCT01992549,"Extension Study for Patients Who Completed GENA-05 (NuProtect)- to Investigate Immunogenicity, Efficacy and Safety of Treatment With Human-cl rhFVIII"
NCT04775953,"Dalbavancin as an Option for Treatment of S. Aureus Bacteremia (DOTS): A Phase 2b, Multicenter, Randomized, Open-Label, Assessor-Blinded Superiority Study to Compare the Efficacy and Safety of Dalbavancin to Standard of Care Antibiotic Therapy for the Completion of Treatment of Patients With Complicated S. Aureus Bacteremia"
NCT03968978,"A Multicenter, Randomized, Open-label, Parallel Group, Functionality, and Performance Study of an Accessorized Pre-filled Syringe and Autoinjector With Home-administered Subcutaneous Tezepelumab in Adolescent and Adult Subjects With Severe Asthma (PATH-HOME)"
NCT02038569,"Effect of Calcipotriol Plus Betamethasone Dipropionate Gel on the HPA Axis and Calcium Metabolism in Adolescent Subjects (Aged 12 to 16 Years, 11 Months) With Scalp and Body Psoriasis"
NCT00316836,"The Association of Breast Density Changes, Plasma Hormone Changes, and Breast Cancer Recurrence: A Companion Study to NCIC CTG MA.27"
NCT02193750,"Assessing the Tolerability of Oligosaccharide Supplementation in Patients With Crohn's Disease: A Randomized, Controlled Trial"
NCT01524887,"A Phase 3 Randomized, Double-blind, Placebo-Controlled Study of the Safety and Effectiveness of Immune Globulin Intravenous (Human), 10% Solution (IGIV, 10%) for the Treatment of Mild to Moderate Alzheimer's Disease"
NCT00131612,An Investigation of the Effect of the Promoter Polymorphism in the Glucuronosyltransferase 2B7 Using Epirubicin Clearance and the Ratios of Epirubicin and Epirubicinol Glucuronide to Epirubicin
NCT03229473,Validity and Reliability of Balance Screening Tests for Fall Risk Assessment in COPD
NCT05934968,"The Effects of the 6-week Mad Dog Anti-inflammatory Cooking Class Series on Dietary Self-efficacy, Eating Behaviors and Health Outcomes in People With Neurological Disability"
NCT03759288,"A 52-Week, Multicenter, Randomized, Double-blind, Placebo and Active-Controlled, Operationally Seamless Phase 2b/3, Parallel-group Study to Assess the Efficacy and Safety of Brazikumab in Participants With Moderately to Severely Active Crohn's Disease (INTREPID Lead-In)"
NCT05075226,Outcomes of Vivity EDOF IOL Implantation in Patients With Well Controlled OAG or OHT
NCT03596866,A Phase 3 Randomized Open-label Study of Brigatinib (ALUNBRIG®) Versus Alectinib (ALECENSA®) in Advanced Anaplastic Lymphoma Kinase-Positive Non-Small-Cell Lung Cancer Patients Who Have Progressed on Crizotinib (XALKORI®)
NCT03638739,Exercise and Brain Health in Multiple Sclerosis: A Pilot Study
NCT02859051,Efficacy of a Preparation Intervention for the Management of Children's Pain and Fear During Induction: Help From a Robot Named MEDi
NCT01851525,Therapeutic Outcomes Using Contact Force Handling During Atrial Fibrillation Ablation
NCT03813602,Effects of Cannabis on Driver Performance and Eye Movements and Characteristics During Simulated Driving: Feasibility Study
NCT04558879,The Effect of Different Exercise Modalities on Sleep Quality and Architecture in People With Parkinson's Disease
NCT04456699,"A Phase 3 Randomized, Open-label Study to Evaluate the Efficacy and Safety of Olaparib Alone or in Combination With Bevacizumab Compared to Bevacizumab With a Fluoropyrimidine in Participants With Unresectable or Metastatic Colorectal Cancer Who Have Not Progressed Following First-line Induction (LYNK-003)"
NCT01199289,"A Randomized, Double-Blind, Placebo-Controlled Phase 2 Study to Determine the Safety and Efficacy of AMG 827 in Subjects With Inadequately Controlled Asthma"
NCT02408159,A Double Blind Placebo-controlled Randomized Study of Varicella Zoster Vaccine in Patients With Moderate-to-severe Plaque Psoriasis Who Are Candidates for Biologic Therapy
NCT02135692,"A Multi-Centre, Open-Label, Study of Mepolizumab in a Subset of Subjects With a History of Life Threatening/Seriously Debilitating Asthma Who Participated in the MEA115661 Trial"
NCT03477591,McMaster Choices Study: Evaluating the Impact of Evidence-based Information About PSA Testing on Prostate Cancer Screening Decisions
NCT02392559,"Double-blind, Randomized, Multicenter, Placebo-Controlled Study to Characterize the Efficacy, Safety, and Tolerability of 24 Weeks of Evolocumab for LDL-C Reduction in Pediatric Subjects 10 to 17 Years of Age With HeFH"
NCT00309621,Safety and Efficacy of Alitretinoin in the Treatment of Severe Refractory Chronic Hand Dermatitis
NCT01343966,"A Randomized, Double-Blind, Placebo Controlled, Parallel-Group, Multicenter, Phase II Study to Evaluate the Efficacy and Safety of MABT5102A in Patients With Mild to Moderate Alzheimer's Disease (ABBY)"
NCT05559580,"A Phase II, Randomised, Placebo-controlled, Double-blind, Parallel Group, Efficacy and Safety Study of at Least 48 Weeks of Oral BI 685509 Treatment in Adults With Progressive Systemic Sclerosis"
NCT03955744,Evaluation of 3D Translabial Ultrasound Imaging for Pessary Size Estimation
NCT01835990,Feasibility Study of a Randomized Controlled Trial of a Novel Device vs. Intermittent Pneumatic Compression for Prevention of Venous Thromboembolism in Trauma Patients
NCT04890912,Stereotactic Pelvic Adjuvant Radiation Therapy in Cancers of the Uterus II: A Phase II Randomized Controlled Trial
NCT04192955,Evaluating Oral Peri-operative Acetylsalicylic Acid in Subjects Undergoing Endovascular Coiling-only of Unruptured Brain Aneurysms(EVOLVE): A Phase 3 Multicenter Randomized Study
NCT03759392,"A Double-blind, Randomized, Placebo-controlled, Multicenter Study to Assess the Effect of Omecamtiv Mecarbil on Exercise Capacity in Subjects With Heart Failure With Reduced Ejection Fraction and Decreased Exercise Tolerance"
